 FORECAST DATE (16070506)  WD01    TYPHOON - NEPARTAK           PS       
 TYPHOON - NEPARTAK       TYPHOON - NEPARTAK           PSmin  Vmax(m/s) speed(km/hr)  Domain
  0    16.927   133.673   993.549    30.850  -999.000     1.000
  6    16.383   132.561   989.678    33.094    22.131     1.000
 12    17.397   132.765   990.809    23.734    19.106     1.000
 18    18.937   131.176   990.038    26.776    39.941     1.000
 24    19.801   129.118   984.625    28.185    39.355     1.000
 30    20.499   127.672   978.131    32.746    28.274     1.000
 36    21.435   126.099   966.143    38.811    32.256     1.000
 42    21.812   124.746   955.425    42.221    24.323     1.000
 48    21.902   123.606   941.448    48.093    19.662     1.000
 54    22.105   122.920   943.070    50.695    12.347     1.000
 60    22.528   122.211   952.785    44.357    14.476     1.000
 66    22.924   121.348   968.149    32.978    16.452     1.000
 72    24.088   120.605   973.244    29.261    24.971     1.000
 78    24.364   120.479   976.959    30.432     5.525     1.000
 84    24.877   120.730   973.816    33.352    10.402     1.000
 90  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000
 96  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000
102  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000
108  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000
114  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000
120  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000
 FORECAST DATE (16070512)  WD01    TYPHOON - NEPARTAK           PS       
 TYPHOON - NEPARTAK       TYPHOON - NEPARTAK           PSmin  Vmax(m/s) speed(km/hr)  Domain
  0    17.103   133.601   977.656    37.721  -999.000     1.000
  6    18.018   131.998   973.565    41.694    32.996     1.000
 12    18.835   130.523   977.253    38.763    30.002     1.000
 18    19.412   129.039   972.717    36.624    28.089     1.000
 24    20.098   127.712   972.568    35.253    26.391     1.000
 30    20.774   126.433   965.748    41.596    25.465     1.000
 36    21.251   125.066   962.790    39.957    25.249     1.000
 42    21.435   123.951   950.081    46.457    19.539     1.000
 48    21.506   123.303   943.923    47.363    11.266     1.000
 54    21.909   122.744   942.198    49.000    12.161     1.000
 60    22.412   122.152   954.382    45.569    13.767     1.000
 66    22.680   121.339   972.213    29.321    14.785     1.000
 72    24.232   120.621   977.749    28.971    31.206     1.000
 78    24.073   120.292   973.651    34.047     6.297     1.000
 84    24.562   120.461   978.516    31.143     9.476     1.000
 90    25.422   120.205   978.549    27.885    16.483     1.000
 96    26.593   120.611   979.554    29.013    22.718     1.000
102    26.992   120.297   979.523    23.368     9.044     1.000
108    27.643   120.498   981.878    27.744    12.501     1.000
114    28.447   121.115   981.489    23.962    17.995     1.000
120    29.515   121.965   982.099    23.489    24.107     1.000
 FORECAST DATE (16070518)  WD01    TYPHOON - NEPARTAK           PS       
 TYPHOON - NEPARTAK       TYPHOON - NEPARTAK           PSmin  Vmax(m/s) speed(km/hr)  Domain
  0    17.860   131.537   969.499    41.055  -999.000     1.000
  6    18.437   130.155   970.264    43.633    26.576     1.000
 12    19.167   129.063   968.697    43.559    23.459     1.000
 18    19.952   127.645   970.549    38.880    28.706     1.000
 24    20.626   126.349   964.512    40.953    25.743     1.000
 30    21.150   125.232   960.254    40.949    21.638     1.000
 36    21.495   124.094   949.073    45.079    20.650     1.000
 42    21.573   123.234   940.477    49.956    14.878     1.000
 48    22.009   122.547   942.160    48.017    14.291     1.000
 54    22.369   121.712   958.604    43.267    15.804     1.000
 60    23.170   120.532   971.225    28.098    25.033     1.000
 66    23.453   120.224   976.449    32.113     7.408     1.000
 72    24.189   120.263   975.388    35.065    13.643     1.000
 78    25.243   120.340   974.543    37.409    19.539     1.000
 84    26.015   120.099   973.305    33.499    14.847     1.000
 90  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000
 96  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000
102  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000
108  -999.000  -999.000  -999.000  -999.000  -999.000  -999.000
