 FORECAST DATE (16070300)  WA02    TYPHOON - NEPARTAK           PS       
 TYPHOON - NEPARTAK       TYPHOON - NEPARTAK           PSmin  Vmax(m/s) speed(km/hr)
 24    21.347   123.140   948.805    44.907    22.162
 30    21.582   122.428   950.241    45.391    13.026
 36    22.068   121.651   953.567    44.726    16.112
 42    22.367   120.738   970.171    34.873    16.606
 48    22.969   120.120   979.428    24.294    15.372
 54    23.063   119.894   982.768    21.806     4.229
 60    23.777   119.744   982.733    22.262    13.489
 66    24.426   119.771   984.378    20.831    12.007
 72    24.969   119.588   978.756    24.182    10.526
 78    25.729   120.006   979.296    24.941    15.711
 84    26.673   120.535   977.445    30.000    19.569
 90    27.809   120.812   977.565    27.349    21.545
 96    28.679   121.537   979.236    24.191    19.971
102    29.495   122.548   981.950    26.253    22.286
108    30.798   123.499   982.567    22.406    28.521
114    32.105   124.994   985.613    19.716    33.799
120    33.163   126.959   985.313    19.750    36.392
 FORECAST DATE (16070612)  WA02    TYPHOON - NEPARTAK           PS       
 TYPHOON - NEPARTAK       TYPHOON - NEPARTAK           PSmin  Vmax(m/s) speed(km/hr)
  0    19.938   126.737   962.308    43.154  -999.000
  6    20.245   125.290   959.871    44.969    25.805
 12    20.858   124.135   963.023    42.186    23.027
 18    21.277   123.102   959.094    41.422    19.446
 24    21.635   122.555   961.601    40.839    11.544
 30    22.173   121.699   963.166    42.185    17.748
 36    22.460   120.628   978.620    28.396    19.106
 42    22.597   120.192   983.625    23.240     7.871
 48    22.835   120.012   986.560  -999.000     5.371
 54    23.089   119.633   984.755    22.083     7.994
 60    23.920   119.571   985.873    20.044    15.402
 66    24.577   119.527   982.108    23.678    12.161
 72    25.595   119.420   983.465    20.023    18.952
 78    26.129   119.526   984.413    23.066    10.032
 84    27.259   120.237   987.404    23.240    24.014
 90    28.444   120.190   985.623    18.700    21.946
 96    29.513   120.964   987.736    20.958    23.459
102    30.335   121.839   984.495    20.727    20.712
108    31.093   123.539   986.931    21.472    30.496
114    32.096   125.382   984.577    21.533    34.509
120    33.582   127.527   984.648    21.949    43.275
 FORECAST DATE (16070618)  WA02    TYPHOON - NEPARTAK           PS       
 TYPHOON - NEPARTAK       TYPHOON - NEPARTAK           PSmin  Vmax(m/s) speed(km/hr)
  0    20.770   125.266   969.189    38.946  -999.000
  6    20.891   123.952   963.545    39.711    22.872
 12    21.236   123.250   955.420    46.382    13.705
 18    21.657   122.573   956.990    42.584    14.044
 24    22.163   121.732   959.067    41.262    17.224
 30    22.609   120.568   977.382    31.239    21.576
 36    22.692   120.143   983.463    24.412     7.439
 42    22.780   119.857   984.187  -999.000     5.155
 48    23.062   119.731   982.046    22.148     5.649
 54    23.459   119.135   979.938    28.493    12.532
 60    23.900   118.767   978.689    27.589    10.279
 66    24.077   118.613   979.129    27.822     4.198
 72    24.811   118.588   979.385    25.074    13.581
 78    25.575   118.940   983.768    21.750    15.310
 84    26.596   118.979   985.522    20.003    18.921
 90    27.514   119.589   989.107    20.452    19.755
 96    28.354   119.939   988.550    20.094    16.575
102    29.400   120.942   990.894    19.241    25.280
108    29.990   122.301   987.135    20.692    24.446
114    30.859   123.999   985.629    23.769    31.515
120    31.924   126.029   984.209    25.375    37.657
