 FORECAST DATE (16070500)  WA01    TYPHOON - NEPARTAK           PS       
 TYPHOON - NEPARTAK       TYPHOON - NEPARTAK           PSmin  Vmax(m/s) speed(km/hr)
  0    15.100   136.553   998.671    22.934  -999.000
  6    15.897   134.997   996.472    25.159    31.453
 12    16.657   133.341   996.304    27.071    32.626
 18    17.843   131.734   991.966    26.450    35.929
 24    18.626   129.879   990.552    29.278    35.682
 30    19.545   128.389   986.387    31.086    31.144
 36    20.278   126.723   982.429    30.497    32.040
 42    20.793   125.315   976.783    33.370    26.206
 48    21.169   123.940   974.921    34.159    24.786
 54    21.398   122.993   969.781    35.755    16.884
 60    21.760   122.386   971.557    36.820    12.408
 66    22.474   121.622   975.944    33.754    18.613
 72    23.205   120.586   986.157    24.903    22.286
 78    24.110   120.399   986.911    23.681    17.069
 84    24.677   120.244   987.436    22.100    10.834
 90    25.259   120.154   985.332    21.345    10.772
 96    26.001   119.901   986.821    21.838    14.384
102    26.674   120.032   986.115    21.323    12.655
108    27.479   120.410   988.527    20.750    16.143
114    28.679   121.003   986.355    21.817    24.230
120    29.774   122.060   986.103    22.258    26.514
 FORECAST DATE (16070506)  WA01    TYPHOON - NEPARTAK           PS       
 TYPHOON - NEPARTAK       TYPHOON - NEPARTAK           PSmin  Vmax(m/s) speed(km/hr)
  0    16.172   135.009   997.106    24.552  -999.000
  6    17.220   133.118   993.548    29.594    38.769
 12    17.963   131.426   988.381    31.491    32.873
 18    18.789   129.517   986.323    32.401    36.886
 24    19.496   127.850   983.392    32.701    31.978
 30    20.042   126.385   983.654    30.984    27.440
 36    20.348   124.905   981.166    31.453    26.360
 42    20.517   123.600   979.320    31.624    22.872
 48    20.732   122.667   974.452    34.204    16.668
 54    21.066   121.915   976.600    34.620    14.415
 60    21.342   121.240   978.710    31.585    12.717
 66    21.743   120.549   981.672    26.780    14.013
 72    22.163   119.825   981.120    25.334    14.662
 78    22.514   119.461   983.894    25.206     9.013
 84    23.028   119.171   983.236    22.946    10.711
 90    23.710   119.176   985.331    23.813    12.624
 96    24.547   119.388   984.065    23.534    15.896
102    25.412   119.892   985.691    22.953    18.119
108    26.370   120.492   983.344    23.568    20.372
114    27.424   121.401   983.935    23.974    24.632
120    28.267   122.566   982.078    25.416    24.632
 FORECAST DATE (16070512)  WA01    TYPHOON - NEPARTAK           PS       
 TYPHOON - NEPARTAK       TYPHOON - NEPARTAK           PSmin  Vmax(m/s) speed(km/hr)
  0    16.742   133.462   993.307    26.323  -999.000
