17091112    number of typhoons=  1
number =  1 typh-name= TALIM          
000  19.500 133.600  19.500 133.600  19.500 133.600  19.500 133.600  19.500 133.600
006  20.340 132.018  20.694 132.086  20.716 132.107  20.344 132.327  20.040 131.801
012  21.154 130.540  21.381 130.419  21.385 130.409  20.917 130.569  20.989 130.085
018  21.474 128.654  22.115 129.013  22.123 129.050  21.387 128.678  21.827 128.423
024  21.915 127.649  22.590 127.710  22.576 127.774  21.869 127.385  22.414 127.252
030  22.153 126.428  23.182 126.358  23.189 126.387  22.944 126.150  23.093 126.161
036  22.914 125.555  23.766 125.186  23.778 125.173  23.540 125.034  23.891 125.119
042 -99.999 -99.999  24.134 123.885  24.115 123.964  24.503 123.121  24.328 123.941
048  24.168 123.754  24.273 123.160  24.256 123.193  24.067 123.478  24.187 123.224
054  25.073 122.318  24.849 122.276  24.868 122.211  24.985 122.498  24.853 122.299
060  25.328 120.730  25.179 120.788  25.096 120.801  25.257 120.692  25.094 120.950
066  24.249 120.120  24.631 120.253  24.529 120.349  24.430 120.098  24.495 120.312
072  24.998 121.435  25.319 120.983  25.094 121.069  24.911 121.708  24.790 120.533
078  25.502 120.067  25.749 120.128  25.695 120.180  25.503 120.373  25.468 120.242
084  26.287 119.805  26.143 119.790  26.174 119.712  26.291 119.695  26.154 119.653
090  26.643 118.949  26.454 119.311  26.536 119.140  26.509 119.525  26.602 119.253
096  26.982 118.690  26.791 118.922  26.828 118.852  27.284 118.793  27.031 118.871
102  27.225 118.219  27.127 118.211  27.062 118.352  27.776 117.967  27.456 119.073
108  27.393 117.876  27.097 118.156  26.970 118.351  27.566 117.402  27.520 118.996
114  27.449 118.155  26.264 119.839  26.353 118.901  26.764 118.990  27.359 119.115
120  27.060 118.584  26.225 120.022  26.283 119.466  25.673 119.778  27.505 120.049
