17091312    number of typhoons=  2
number =  1 typh-name= DOKSURI        
000  15.700 114.800  15.700 114.800  15.700 114.800  15.700 114.800  15.700 114.800
006  16.240 113.519  16.218 113.518  16.221 113.521  16.201 113.461  16.228 113.524
012  16.637 111.968  16.531 111.972  16.519 111.972  16.657 111.979  16.549 112.019
018  16.300 110.160  16.346 110.434  16.331 110.415  16.320 110.121  16.416 110.313
024  16.072 109.724  16.157 109.935  16.148 109.942  16.079 109.787  16.278 109.755
030  16.633 108.821  16.709 109.147  16.695 109.143  16.739 109.013  16.834 108.986
036  16.805 108.092  17.047 108.194  17.043 108.213  17.178 108.187  17.132 108.115
042  17.096 107.374  17.173 107.263  17.157 107.276  17.015 107.636  17.091 107.270
048  16.927 106.484  17.018 106.557  17.009 106.516  16.987 106.420  16.979 106.473
054  17.170 105.725  17.258 105.790  17.290 105.840  17.402 105.638  17.257 105.739
060  17.453 104.819 -99.999 -99.999  17.599 104.994  17.922 104.655  17.699 104.956
066  17.872 103.901 -99.999 -99.999  17.963 104.186  17.064 103.284  17.814 103.810
072  18.514 102.697 -99.999 -99.999  18.408 102.828 -99.999 -99.999  17.983 102.759
078  18.648 101.496 -99.999 -99.999  18.872 101.548  18.937 101.942  18.788 101.743
084  19.191 100.925 -99.999 -99.999  19.242 100.503  19.361 101.279 -99.999 -99.999
090  20.244 100.171 -99.999 -99.999  18.893  98.664  20.995 100.336 -99.999 -99.999
096  19.318  98.370 -99.999 -99.999  20.437  97.004  22.081  99.315 -99.999 -99.999
102  20.050  97.070 -99.999 -99.999  20.568  95.140  23.347  99.405  16.295  94.606
108  20.955  96.586 -99.999 -99.999 -99.999 -99.999  24.082  99.252 -99.999 -99.999
114  21.480  96.013 -99.999 -99.999 -99.999 -99.999  22.864  99.504  15.845  90.868
120  22.198  95.284 -99.999 -99.999 -99.999 -99.999  23.894 100.169 -99.999 -99.999
number =  2 typh-name= TALIM          
000  25.300 125.400  25.300 125.400  25.300 125.400  25.300 125.400  25.300 125.400
006  26.254 125.538  26.030 124.956  26.032 124.944  26.043 124.950  25.967 124.990
012  26.750 125.089  26.645 124.552  26.648 124.547  26.590 124.516  26.565 124.674
018  27.680 124.584  27.271 124.223  27.263 124.216  27.375 124.204  27.297 124.308
024  28.319 123.703  27.649 124.108  27.632 124.085  28.611 124.166  27.686 124.228
030  28.754 123.530  28.223 124.227  28.223 124.227  29.057 123.602  28.291 124.256
036  28.939 123.695  28.743 124.514  28.714 124.514  28.970 123.508  28.880 124.532
042  29.366 124.243  29.272 124.990  29.263 124.980  29.533 124.281  29.365 124.926
048  30.297 124.969  29.730 125.306  29.700 125.325  30.580 125.177  29.858 125.409
054  30.764 125.831  29.972 125.817  29.955 125.797  30.845 125.798  30.267 125.947
060  30.514 125.795  30.202 126.398  30.201 126.454  30.380 125.476  30.393 126.333
066  30.401 126.564  30.727 127.273  30.727 127.275  30.975 127.106  30.716 127.264
072  31.502 127.746  31.031 127.945  31.015 127.948  31.741 127.891  31.205 128.037
078  32.324 128.737  31.937 128.981  31.918 128.968  32.509 128.648  32.179 129.126
084  33.763 130.600  33.399 130.874  33.389 130.873  34.025 130.605  33.621 130.828
090  35.679 132.647  35.368 132.758  35.326 132.815  36.016 133.131  35.615 132.925
096  38.124 135.295  37.569 135.063  37.611 135.101  37.359 136.117  38.164 135.231
102  40.325 136.468  40.041 136.843  40.040 136.751  40.632 136.415  40.333 136.398
108  42.464 137.604  42.295 137.952  42.257 137.906  42.743 137.562  42.921 137.492
114  43.924 140.319  43.999 140.099  44.013 140.095  43.565 139.640  43.888 139.706
120  46.183 142.867  45.978 142.506  45.979 142.479  45.870 142.329  46.108 142.309
