17091412    number of typhoons=  2
number =  1 typh-name= DOKSURI        
000  16.900 110.000  16.900 110.000  16.900 110.000  16.900 110.000  16.900 110.000
006  17.571 108.788  17.450 108.950  17.434 108.941  17.535 108.927  17.476 108.795
012  17.727 107.139  17.944 107.463  17.915 107.456  17.987 107.497  17.969 107.383
018  17.964 105.989  18.290 106.226  18.168 106.148  17.766 105.686  18.115 106.000
024  17.943 104.591  18.048 104.501  18.095 104.587  17.803 104.569  18.093 104.541
030  18.078 103.110  18.276 103.055  18.356 103.068  18.351 102.905  18.371 102.984
036  18.788 101.573 -99.999 -99.999  18.892 101.552  19.184 101.500  18.978 101.532
042  19.505 100.164 -99.999 -99.999  19.455 100.064  19.790 100.636  19.406  99.895
048  19.732  98.414 -99.999 -99.999  19.968  98.225  20.560  99.915  20.025  98.824
054  20.232  97.889 -99.999 -99.999  20.553  97.348  20.304  98.496  20.677  97.161
060  21.151  96.369 -99.999 -99.999  21.281  96.084  21.231  96.487  21.251  95.568
066  23.068  95.867 -99.999 -99.999  22.116  95.358  21.383  95.429  21.298  95.118
072 -99.999 -99.999 -99.999 -99.999 -99.999 -99.999  21.959  94.717 -99.999 -99.999
078  25.646  95.703 -99.999 -99.999  22.169  92.561  21.490  94.642 -99.999 -99.999
084  27.452  95.614 -99.999 -99.999 -99.999 -99.999  22.625  93.115  16.079  92.119
090  27.248  95.227 -99.999 -99.999 -99.999 -99.999  23.795  92.289  16.671  92.100
096  27.434  95.418  24.321  88.765 -99.999 -99.999  25.499  92.496 -99.999 -99.999
102  27.055  95.227 -99.999 -99.999  17.888  95.361  26.160  92.041  17.435  95.524
108  27.071  95.119 -99.999 -99.999  18.573  93.828  26.162  91.527  18.392  95.433
114  26.589  94.771 -99.999 -99.999  19.150  93.110  26.263  90.964  18.114  93.535
120  27.337  95.340 -99.999 -99.999  19.812  92.513  24.493  92.860  18.714  91.849
number =  2 typh-name= TALIM          
000  27.600 124.300  27.600 124.300  27.600 124.300  27.600 124.300  27.600 124.300
006  27.760 124.513  27.579 124.283  27.584 124.285  27.496 124.423  27.631 124.257
012  28.050 124.803  27.824 124.748  27.837 124.740  27.863 124.629  27.956 124.631
018  28.820 124.500  28.205 125.158  28.200 125.152  28.310 125.122  28.429 125.100
024  29.311 124.912  28.553 125.870  28.549 125.819  29.049 124.549  28.906 125.767
030  29.798 124.911  29.205 126.079  29.185 126.138  29.985 124.778  29.506 126.138
036  30.563 126.283  29.732 126.691  29.722 126.644  30.541 126.415  30.135 126.654
042  31.031 126.808  30.082 127.349  30.063 127.361  31.184 126.881  30.559 127.010
048  31.656 127.760  30.742 128.327  30.789 128.298  31.506 127.483  31.014 128.165
054  32.670 128.983  32.148 129.516  32.173 129.246  32.942 129.063  32.414 129.753
060  34.153 130.736  33.744 131.025  33.863 130.910  34.545 131.197  34.148 130.633
066  35.724 132.679  35.542 132.996  35.406 133.277  36.184 132.971  35.763 132.956
072  38.281 135.510  37.828 135.619  37.826 135.549  38.593 135.783  38.268 135.435
078  40.494 136.616  40.385 137.555  40.423 137.564  40.603 137.573  40.848 137.238
084  42.734 137.731  42.385 138.052  42.363 138.039  42.529 137.523  42.507 137.791
090  44.089 140.324  44.053 140.060  44.058 140.072  44.093 140.255  44.137 140.162
096  45.707 141.771  45.584 141.839  45.583 141.830  45.523 141.738  45.641 141.653
102  46.901 143.851  46.871 143.629  46.876 143.631  46.870 143.727  46.995 143.723
108  48.231 145.317  48.272 145.371  48.274 145.345  48.290 145.288  48.360 145.128
114  49.542 146.841  49.624 146.597  49.630 146.838  49.586 146.839  49.618 146.584
120  50.879 147.904  50.917 147.852  50.921 147.823  50.869 147.971  50.971 147.790
