17091418    number of typhoons=  2
number =  1 typh-name= DOKSURI        
000  17.300 108.800  17.300 108.800  17.300 108.800  17.300 108.800  17.300 108.800
006  17.551 107.186  17.797 107.483  17.756 107.503  17.841 107.532  17.815 107.468
number =  2 typh-name= TALIM          
000  27.800 124.400  27.800 124.400  27.800 124.400  27.800 124.400  27.800 124.400
006  28.625 123.761  27.962 124.314  27.969 124.334  27.906 124.300  28.110 124.359
