17091212    number of typhoons=  2
number =  1 typh-name= DOKSURI        
000  14.000 119.000  14.000 119.000  14.000 119.000  14.000 119.000  14.000 119.000
006  14.207 118.383  14.226 118.170  14.269 118.198  14.083 117.962  14.269 118.027
012  14.453 117.379  14.605 117.288  14.663 117.348  14.262 117.297  14.510 117.155
018  15.110 116.301  15.253 116.290  15.284 116.304  14.957 116.224  15.184 115.958
024  15.631 115.271  15.646 115.260  15.652 115.266  15.623 115.238  15.622 114.849
030  15.900 113.703  15.951 113.999  15.975 113.994  15.927 113.738  16.011 113.627
036  15.650 112.821  16.201 112.918  16.207 112.935  15.827 112.606  16.235 112.702
042  15.857 111.869  16.593 111.958  16.605 111.975  15.846 111.564  16.487 111.575
048  16.236 110.554  16.796 110.954  16.786 110.973  16.439 110.128  16.766 110.457
054  16.352 110.046  16.971 109.745  16.864 109.846  16.242 110.123  16.766 109.504
060  16.565 108.925  17.126 108.879  17.117 108.916  16.327 108.774  16.856 108.791
066  17.376 108.046  17.153 107.837  17.158 107.851  17.080 107.619  17.097 107.708
072  17.007 106.962  17.175 107.119  17.118 107.095  17.063 106.852  17.060 107.019
078  17.404 106.562  17.582 106.672  17.512 106.600  17.627 106.586  17.477 106.415
084  17.879 105.572  18.181 105.770  18.098 105.654  17.886 105.348  18.118 105.490
090  18.409 104.320  18.528 104.244  18.588 104.302  18.715 104.242  18.763 104.172
096  18.903 102.614 -99.999 -99.999  19.094 102.494  19.110 102.470  19.059 102.481
102  19.489 100.994 -99.999 -99.999  19.519 100.906  19.805 101.069  19.404 100.867
108  19.917  99.610 -99.999 -99.999  19.921  99.366  19.978  99.690  19.546  99.495
114  20.345  98.140 -99.999 -99.999  20.440  97.957 -99.999 -99.999  19.670  98.204
120 -99.999 -99.999 -99.999 -99.999  22.280  96.245  22.040  97.230 -99.999 -99.999
number =  2 typh-name= TALIM          
000  22.900 127.800  22.900 127.800  22.900 127.800  22.900 127.800  22.900 127.800
006  23.038 127.263  23.269 127.210  23.287 127.181  23.113 127.304  23.318 127.026
012  24.427 126.250  24.138 126.487  24.111 126.509  24.383 126.431  24.067 126.362
018  24.314 126.481  24.841 125.692  24.809 125.718  23.849 125.779  24.801 125.695
024  25.222 126.101  25.244 125.150  25.252 125.157  25.591 124.707  25.279 125.024
030  26.551 124.551  25.596 124.448  25.580 124.443  26.092 125.400  25.643 124.501
036  26.912 124.019  26.074 124.077  26.100 124.046  26.644 124.935  26.106 124.128
042  26.866 123.014  26.404 123.821  26.400 123.813  27.280 123.249  26.393 123.755
048  27.273 123.633  26.663 123.796  26.681 123.798  26.846 123.447  26.704 123.813
054  27.745 123.449  27.123 123.694  27.123 123.669  27.693 123.883  27.164 123.726
060  27.785 123.029  27.462 123.759  27.477 123.737  27.727 124.029  27.529 123.805
066  27.615 123.082  27.788 123.828  27.792 123.811  27.668 122.849  27.881 123.811
072  28.415 123.735  27.983 123.898  27.981 123.881  28.408 123.920  28.110 123.984
078  28.454 123.766  27.973 124.066  27.967 124.078  28.012 124.184  28.075 124.124
084  28.325 124.627  28.147 124.581  28.138 124.552  28.239 124.464  28.175 124.544
090  27.560 124.981  28.356 125.062  28.329 125.080  28.295 124.955  28.437 125.104
096  29.178 125.872  28.717 125.983  28.691 125.954  29.310 126.094  28.851 126.092
102  29.546 126.604  28.878 126.725  28.883 126.727  29.634 126.634  29.019 126.864
108  30.077 127.520  29.585 127.784  29.563 127.800  30.251 127.601  29.732 127.901
114  31.126 129.123  30.613 129.593  30.597 129.591  31.253 129.185  30.757 129.671
120  32.682 131.694  32.313 131.747  32.344 131.698  32.594 132.100  32.435 131.784
