17091406    number of typhoons=  2
number =  1 typh-name= TALIM          
000  27.100 124.300  27.100 124.300  27.100 124.300  27.100 124.300  27.100 124.300
006  27.936 123.627  27.521 124.249  27.512 124.252  27.442 124.505  27.562 124.307
number =  2 typh-name= DOKSURI        
000  16.400 111.200  16.400 111.200  16.400 111.200  16.400 111.200  16.400 111.200
006  16.131 110.341  16.760 110.526  16.746 110.539  16.924 110.480  16.788 110.390
