17091506    number of typhoons=  2
number =  1 typh-name= DOKSURI        
000  17.800 105.900  17.800 105.900  17.800 105.900  17.800 105.900  17.800 105.900
006  17.422 104.834  17.580 104.751  17.629 104.861  17.278 104.820  17.651 104.730
number =  2 typh-name= TALIM          
000  28.300 124.800  28.300 124.800  28.300 124.800  28.300 124.800  28.300 124.800
006  28.860 124.148  28.160 124.957  28.151 125.009  28.224 124.967  28.535 124.938
