17091412    number of typhoons=  2
number =  1 typh-name= DOKSURI        
000  16.900 110.000  16.900 110.000  16.900 110.000  16.900 110.000  16.900 110.000
006  13.673 106.875  17.314 108.814  13.673 106.875  13.673 106.875  13.673 106.875
number =  2 typh-name= TALIM          
000  27.600 124.300  27.600 124.300  27.600 124.300  27.600 124.300  27.600 124.300
006  24.162 121.125  27.529 124.097  24.162 121.125  24.162 121.125  24.162 121.125
