17091800    number of typhoons=  1
number =  1 typh-name= TALIM          
000  41.100 139.500  41.100 139.500  41.100 139.500  41.100 139.500  41.100 139.500
006 -99.999 -99.999  44.199 141.011  44.126 140.836 -99.999 -99.999 -99.999 -99.999
012  46.120 141.613  45.895 142.341  45.860 142.329  45.596 142.051  45.602 141.615
018 -99.999 -99.999  47.382 144.605  47.418 144.610  47.309 145.053  47.701 144.626
024  49.694 146.453  49.394 146.064  49.407 145.988  49.656 146.023  49.554 145.384
030  50.670 146.105  50.779 146.118  50.767 146.175  50.647 145.992  50.643 146.024
036  51.590 146.981  51.557 146.854  51.571 146.590  51.615 147.064  51.779 146.532
042  52.283 146.583  52.290 146.844  52.291 146.843  52.398 146.549  52.228 146.459
048  52.487 146.886  52.562 146.870  52.569 146.870  52.456 146.907  52.501 146.936
054  52.885 147.562  52.925 147.237  52.944 147.210  52.832 147.243  53.014 147.286
060  53.389 147.837  53.374 147.747  53.393 147.748  53.321 147.717  53.576 147.907
066  54.035 148.408  54.116 148.321  54.133 148.312  54.051 148.458  54.592 147.937
072  55.096 149.289  55.149 148.954  55.178 148.949  55.182 149.237  55.484 147.810
078  56.859 148.899  56.729 148.876  56.733 148.783  56.851 148.709  56.660 147.764
084  57.923 148.100  58.062 148.191  58.014 148.098  57.909 147.725  57.895 148.091
090  58.831 148.051  58.979 147.685  58.944 147.652  58.995 148.588  59.358 147.443
096  60.063 148.505  60.289 146.973  60.507 146.359  60.081 148.881 -99.999 -99.999
102  62.161 146.136  62.302 146.283  62.356 146.122  62.387 149.039 -99.999 -99.999
108  61.233 146.191  64.026 143.851  63.882 143.982 -99.999 -99.999 -99.999 -99.999
114  62.655 147.061  63.186 142.253 -99.999 -99.999  61.173 147.718 -99.999 -99.999
120  62.370 147.826 -99.999 -99.999  62.353 147.913  62.151 147.821  62.462 149.518
