17091218    number of typhoons=  2
number =  1 typh-name= DOKSURI        
000  14.200 118.500  14.200 118.500  14.200 118.500  14.200 118.500  14.200 118.500
006  14.579 117.858  14.591 117.694  14.593 117.709  14.387 117.875  14.554 117.737
number =  2 typh-name= TALIM          
000  23.500 127.200  23.500 127.200  23.500 127.200  23.500 127.200  23.500 127.200
006  24.163 127.438  24.376 126.570  24.343 126.583  24.452 126.706  24.300 126.407
