17091012    number of typhoons=  1
number =  1 typh-name= TALIM          
000  16.700 138.500  16.700 138.500  16.700 138.500  16.700 138.500  16.700 138.500
006  18.029 137.625  17.956 137.335  17.966 137.374  17.488 137.899  16.721 137.198
012  18.804 136.193 -99.999 -99.999  18.694 135.890  18.636 136.228  17.302 135.649
018  19.661 134.699 -99.999 -99.999  19.594 134.472  19.062 134.565  17.718 134.017
024  20.435 133.007 -99.999 -99.999  20.467 132.686  20.261 132.913 -99.999 -99.999
030  21.274 131.385 -99.999 -99.999  21.333 130.788  20.582 130.927 -99.999 -99.999
036 -99.999 -99.999 -99.999 -99.999  21.752 128.855  21.723 129.071 -99.999 -99.999
042 -99.999 -99.999 -99.999 -99.999  21.823 127.241  19.792 128.149 -99.999 -99.999
048 -99.999 -99.999 -99.999 -99.999 -99.999 -99.999  21.722 126.793 -99.999 -99.999
054  19.342 125.196  20.674 123.449  20.677 123.512 -99.999 -99.999  18.189 123.515
060 -99.999 -99.999  20.434 122.751  20.446 122.776 -99.999 -99.999 -99.999 -99.999
066  20.664 122.662  21.510 122.181  21.453 122.184  20.502 121.725  20.923 121.578
072  22.116 121.126  22.050 121.263  22.070 121.161  21.966 121.113  21.631 120.960
078  20.194 119.520 -99.999 -99.999  22.528 119.557  20.040 119.279  21.762 119.570
084  20.672 119.880  22.818 119.314  22.850 119.247  20.553 119.514  22.772 118.784
090  21.894 120.002  23.377 118.780  23.339 118.590  21.662 119.792  22.590 118.094
096 -99.999 -99.999  23.135 117.848  23.320 117.842 -99.999 -99.999  23.182 117.797
102  25.031 121.449  23.218 117.764  23.395 117.596  23.223 117.523  23.525 117.296
108  24.953 121.552  23.706 117.859  23.878 117.597  23.772 117.697  23.967 117.205
114  25.043 121.676  24.168 117.921  24.383 117.617  24.191 117.590  24.319 117.472
120  24.401 121.749  24.271 118.013  24.477 117.658  24.343 117.733  25.158 117.761
