17091612    number of typhoons=  1
number =  1 typh-name= TALIM          
000  29.500 127.800  29.500 127.800  29.500 127.800  29.500 127.800  29.500 127.800
006  29.833 128.477  29.912 128.379  29.914 128.379  29.950 128.356  30.276 128.590
012 -99.999 -99.999  30.809 129.750  30.833 129.718  30.677 129.761  31.407 129.887
018  33.831 131.539  31.986 131.673  32.369 131.525 -99.999 -99.999  34.842 132.693
024  35.017 134.551  34.314 134.530  34.444 133.836 -99.999 -99.999 -99.999 -99.999
030  36.450 137.042 -99.999 -99.999 -99.999 -99.999 -99.999 -99.999 -99.999 -99.999
036  36.334 140.203 -99.999 -99.999 -99.999 -99.999 -99.999 -99.999 -99.999 -99.999
042  35.750 141.560  42.478 142.582  42.859 142.532  44.090 143.509 -99.999 -99.999
048  36.512 139.781  45.253 144.521  45.206 144.333  44.665 144.007  48.602 131.045
054  34.685 138.725  46.584 145.714  46.643 145.682  47.436 144.130  48.815 132.456
060  37.743 140.112  48.090 146.990  48.146 147.011  48.183 146.362  48.826 134.672
066  36.149 138.803  49.184 148.337  49.160 148.267  48.999 148.070 -99.999 -99.999
072  35.792 139.433  50.174 150.163  50.211 150.207  50.416 150.604  50.751 140.703
078  37.444 140.440  51.525 150.721  51.540 150.728  51.756 150.337 -99.999 -99.999
084  35.749 139.237  52.332 150.094  52.318 150.098  52.171 149.944 -99.999 -99.999
090  35.983 140.781  52.950 149.948  52.943 149.952  52.854 150.024  52.903 149.976
096  36.390 139.670  53.473 149.897  53.473 149.910  53.561 150.014  53.486 149.783
102  35.129 139.614  54.071 150.020  54.066 150.022  53.986 150.141  53.980 150.161
108  34.990 139.710  54.736 150.624  54.741 150.622  54.787 150.335  54.932 150.877
114  35.213 139.720  55.764 151.392  55.762 151.389  55.461 151.630  56.185 151.589
120  35.541 138.268  56.948 152.447  56.916 152.371  56.665 153.014 -99.999 -99.999
