17091600    number of typhoons=  1
number =  1 typh-name= TALIM          
000  29.100 125.900  29.100 125.900  29.100 125.900  29.100 125.900  29.100 125.900
006  28.834 126.488  28.698 126.676  28.705 126.657  28.747 126.555  28.921 126.627
012  28.770 127.572  28.812 127.600  28.792 127.559  28.733 127.565  29.186 127.682
018 -99.999 -99.999  29.682 128.437  29.666 128.481  29.635 128.571  30.257 128.711
024  32.077 130.012  31.003 129.942  31.071 129.859 -99.999 -99.999  31.901 129.932
030  33.838 132.366  32.432 132.294  33.317 132.153  33.990 132.513  34.581 132.709
036  35.267 134.753  34.518 134.809  34.629 134.435  36.125 135.773  36.658 134.816
042 -99.999 -99.999 -99.999 -99.999 -99.999 -99.999  39.239 138.439  38.794 136.684
048  41.352 138.942  40.832 139.118  40.824 139.055  42.003 139.296  41.910 138.680
054  43.273 140.396  43.086 140.948  43.053 140.938  43.215 140.082  43.032 139.772
060  44.865 143.403  44.909 143.136  44.990 143.002  44.752 143.499  45.359 142.951
066  47.148 144.219  46.968 144.437  46.970 144.448  46.939 144.021  47.039 143.982
072  48.163 146.100  48.272 145.911  48.276 145.922  48.195 146.007  48.547 145.571
078  49.775 147.118  49.822 147.135  49.824 147.140  49.795 147.039  49.829 146.848
084  51.024 148.041  51.042 147.929  51.043 147.900  51.039 148.089  51.135 147.986
090  52.167 147.947  52.125 147.924  52.127 147.913  52.187 147.979  52.242 147.654
096  52.806 147.256  52.831 147.231  52.830 147.216  52.909 147.222  52.859 147.098
102  53.534 146.506  53.507 146.473  53.498 146.481  53.589 146.476  53.454 146.242
108  53.992 145.918  54.033 145.904  54.035 145.660  53.976 145.905  54.013 145.652
114  54.767 145.611  54.739 145.467  54.721 145.495  54.744 145.510  54.733 145.216
120  55.435 145.243  55.555 145.229  55.515 145.217  55.459 145.274  55.529 144.938
